itemID,adminYear,Grade,Subject,Cycle,Released,inScaling,mainSurBlock,Key,maxPoints,codDomainXScaling,itemLabel,contentDomain2015,mainTopic2015,Topic,T15Bullet,Objective,a_est,a_se,b_est,b_se,c_est,c_se,d1_est,d1_se,d2_est,d2_se
M051080,2015,4,M,5,Secured,Yes,M09,-,1,Applying,Complete the bar graph,Data Display,"Reading, Interpreting, and Representing",D1,1,D11,1.07287,0.03067,-0.06567,0.01831,,,,,,
M051401,2015,4,M,5,Secured,Yes,M11,-,1,Applying,Number of pencils 9 boxes hold,Number,Whole Numbers,N1,4,N14,0.86545,0.02772,0.56601,0.02309,,,,,,
M051075,2015,4,M,5,Secured,Yes,M11,C,1,Knowing,Fraction equal to 0.4,Number,Fractions and Decimals,N2,3,N23,1.59652,0.1264,1.07526,0.03231,0.3422,0.01047,,,,
M051402,2015,4,M,5,Secured,Yes,M11,-,1,Applying,Weight of the Sam's rods,Number,Whole Numbers,N1,3,N14,1.06053,0.03102,0.40054,0.01829,,,,,,
M051226,2015,4,M,5,Secured,Yes,M11,B,1,Applying,Pattern with 2/3 shapes shaded,Number,Fractions and Decimals,N2,1,N21,1.36132,0.07965,0.59507,0.03055,0.26444,0.01319,,,,
M051131,2015,4,M,5,Secured,Yes,M11,-,1,Knowing,What number triangle stands for,Number,"Expressions, Simple Equations, and Relationships",N3,1,N31,0.77713,0.02427,-0.02216,0.02296,,,,,,
M051103,2015,4,M,5,Secured,Yes,M11,C,1,Knowing,Add 2 to 2.25,Number,Fractions and Decimals,N2,3,N23,1.47023,0.0809,0.32588,0.03126,0.301,0.0145,,,,
M051217,2015,4,M,5,Secured,Yes,M11,-,1,Knowing,Length of the line in cm,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,1,G11,1.21045,0.03564,0.60914,0.01777,,,,,,
M051079,2015,4,M,5,Secured,Yes,M11,-,1,Applying,Draw angle less than right angle,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,3,G13,0.88741,0.02734,0.3781,0.02103,,,,,,
M051211,2015,4,M,5,Secured,Yes,M11,A,1,Reasoning,View of solid shape from above,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,2,G22,0.86766,0.05178,-0.04417,0.06378,0.24552,0.02478,,,,
M051102,2015,4,M,5,Secured,Yes,M11,C,1,Applying,Area of the given rectangle ,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,3,G23,1.2232,0.07169,0.72285,0.03075,0.20274,0.01274,,,,
M051009,2015,4,M,5,Secured,Yes,M11,-,1,Applying,Family water use each day,Data Display,"Reading, Interpreting, and Representing",D1,2,D12,0.88097,0.0266,0.04862,0.02077,,,,,,
M051100,2015,4,M,5,Secured,Yes,M11,A,1,Reasoning,Favorite season of students,Data Display,"Reading, Interpreting, and Representing",D1,1,D11,0.72363,0.05055,0.31676,0.07006,0.20847,0.02519,,,,
M051043,2015,4,M,5,Secured,Yes,M13,-,1,Knowing,Numbers with 6 as a factor,Number,Whole Numbers,N1,5,N15,0.54365,0.0205,-0.0069,0.03075,,,,,,
M051040,2015,4,M,5,Secured,Yes,M13,A,1,Knowing,Figure with three quarters shaded,Number,Fractions and Decimals,N2,1,N21,1.21872,0.07887,0.03936,0.05352,0.43576,0.02021,,,,
M051008,2015,4,M,5,Secured,Yes,M13,-,1,Reasoning,Who paid less for each bottle,Number,Whole Numbers,N1,4,N14,1.22018,0.03836,0.94785,0.02152,,,,,,
M051031A,2015,4,M,5,Secured,Yes,M13,-,1,Applying,Fraction watered on Monday,Number,Fractions and Decimals,N2,2,N22,1.49011,0.04012,0.16608,0.01384,,,,,,
M051031B,2015,4,M,5,Secured,Yes,M13,-,1,Applying,Fraction watered on Tuesday,Number,Fractions and Decimals,N2,2,N22,1.66239,0.04483,0.25799,0.01289,,,,,,
M051508,2015,4,M,5,Secured,Yes,M13,-,1,Applying,Next 2 numbers in the pattern,Number,"Expressions, Simple Equations, and Relationships",N3,3,N33,1.2949,0.0356,0.17863,0.01531,,,,,,
M051216A,2015,4,M,5,Secured,Yes,M13,A,1,Applying,Street parallel to Green Street,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,2,G12,1.29183,0.07035,0.4803,0.03127,0.22589,0.01425,,,,
M051216B,2015,4,M,5,Secured,Yes,M13,B,1,Knowing,Perpendicular to Apple Street,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,2,G12,0.5521,0.04115,-1.0339,0.19665,0.25032,0.06018,,,,
M051221,2015,4,M,5,Secured,Yes,M13,B,1,Knowing,Number of triangles needed,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,1,G21,0.64887,0.03894,-0.72631,0.11383,0.17156,0.04124,,,,
M051115,2015,4,M,5,Secured,Yes,M13,D,1,Reasoning,Shape that folds into a box,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,2,G22,0.61235,0.05931,1.64072,0.07473,0.10005,0.01654,,,,
M051507A,2015,4,M,5,Secured,Yes,M13,-,1,Knowing,Most frequent score on quiz,Data Display,"Reading, Interpreting, and Representing",D1,1,D11,0.74796,0.02406,-0.51327,0.02792,,,,,,
M051507B,2015,4,M,5,Secured,Yes,M13,-,1,Applying,Score of 4 or more on quiz,Data Display,"Reading, Interpreting, and Representing",D1,2,D12,1.15232,0.036,0.8245,0.02082,,,,,,
M061272,2015,4,M,6,Restricted Use,Yes,M02,-,1,Knowing,43 divided by 5,Number,Whole Numbers,N1,3,N13,0.9098,0.03812,0.12058,0.02821,,,,,,
M061243,2015,4,M,6,Restricted Use,Yes,M02,-,2,Knowing,"Write numbers that round to 200, 500",Number,Whole Numbers,N1,2,N12,0.47732,0.01488,-0.21959,0.03069,,,-0.92286,0.07188,0.92286,0.06773
M061029,2015,4,M,6,Restricted Use,Yes,M02,C,1,Reasoning,Blair's number puzzle,Number,Whole Numbers,N1,1,N11,1.15066,0.0717,-0.22574,0.0549,0.13948,0.0274,,,,
M061031,2015,4,M,6,Restricted Use,Yes,M02,D,1,Reasoning,Total number of bracelets Sally can make,Number,Whole Numbers,N1,4,N14,1.49706,0.08666,0.56299,0.02676,0.06646,0.01166,,,,
M061050,2015,4,M,6,Restricted Use,Yes,M02,A,1,Applying,Choose a number to complete number sentence,Number,"Expressions, Simple Equations, and Relationships",N3,1,N31,1.42725,0.10378,0.59566,0.0361,0.18385,0.01682,,,,
M061167,2015,4,M,6,Restricted Use,Yes,M02,-,1,Knowing,Next number in Hanif's number pattern,Number,"Expressions, Simple Equations, and Relationships",N3,3,N33,0.72973,0.03341,-0.82635,0.04657,,,,,,
M061206,2015,4,M,6,Restricted Use,Yes,M02,C,1,Applying,Estimate path length from Miguel's house to school,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,1,G11,0.72294,0.06912,0.75515,0.07042,0.10457,0.02713,,,,
M061265A,2015,4,M,6,Restricted Use,Yes,M02,-,1,Applying,Elisa and Ken - other point Elisa could end,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,4,G14,0.98881,0.04214,0.48501,0.02783,,,,,,
M061265B,2015,4,M,6,Restricted Use,Yes,M02,B,1,Applying,Elisa and Ken - point Ken could end,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,4,G14,0.99058,0.10342,1.12509,0.05677,0.18341,0.01893,,,,
M061185,2015,4,M,6,Restricted Use,Yes,M02,C,1,Applying,Time that hands of clock are at a right angle,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,3,G13,0.9804,0.06346,-0.50279,0.07553,0.1137,0.03608,,,,
M061239,2015,4,M,6,Restricted Use,Yes,M02,-,1,Applying,Identify snakes by length and weight,Data Display,"Reading, Interpreting, and Representing",D1,2,D12,1.40796,0.05597,-0.58747,0.02635,,,,,,
M061275,2015,4,M,6,Secured,Yes,M04,B,1,Knowing,3126 + 845 +72 =,Number,Whole Numbers,N1,3,N13,0.7644,0.0648,-0.47936,0.13236,0.19221,0.05257,,,,
M061027,2015,4,M,6,Secured,Yes,M04,-,1,Applying,Sara's 4-digit password,Number,Whole Numbers,N1,1,N11,0.94052,0.03879,-0.42308,0.03197,,,,,,
M061255,2015,4,M,6,Secured,Yes,M04,-,2,Reasoning,Game in Zedland buying bicycles and scooters,Number,Whole Numbers,N1,4,N14,0.84198,0.02675,0.561,0.02068,,,-0.21028,0.03807,0.21028,0.04206
M061021,2015,4,M,6,Secured,Yes,M04,-,1,Reasoning,Fill in box to make multiple of 8,Number,Whole Numbers,N1,5,N15,0.83535,0.03887,0.7154,0.0353,,,,,,
M061043,2015,4,M,6,Secured,Yes,M04,-,1,Knowing,Difference between Ana and Rui's diving scores,Number,Fractions and Decimals,N2,3,N23,1.38464,0.05441,0.35762,0.02099,,,,,,
M061151,2015,4,M,6,Secured,Yes,M04,D,1,Applying,Expression to represent Pat's pencils,Number,"Expressions, Simple Equations, and Relationships",N3,2,N32,1.29488,0.08031,-0.01193,0.04443,0.14302,0.02292,,,,
M061172,2015,4,M,6,Secured,Yes,M04,A,1,Applying,Find value of p in number sentence,Number,"Expressions, Simple Equations, and Relationships",N3,1,N31,1.55622,0.11327,0.83015,0.0313,0.13536,0.01319,,,,
M061223,2015,4,M,6,Secured,Yes,M04,C,1,Knowing,Joan and Cliff meet halfway on number line,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,4,G14,0.73877,0.05476,-0.67794,0.12241,0.06624,0.05259,,,,
M061269,2015,4,M,6,Secured,Yes,M04,D,1,Applying,Identify solid with top and bottom shown above,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,2,G22,0.81841,0.05768,-0.43884,0.09346,0.08463,0.04112,,,,
M061081A,2015,4,M,6,Secured,Yes,M04,-,1,Applying,Draw a line parallel to AB through C,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,2,G12,1.11464,0.04881,0.74228,0.02852,,,,,,
M061081B,2015,4,M,6,Secured,Yes,M04,-,1,Applying,Draw a line perpendicular to AB through D,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,2,G12,0.80129,0.04087,1.0021,0.04434,,,,,,
M061026,2015,4,M,6,Secured,Yes,M08,C,1,Knowing,8 thousands + 4 hundreds + 5 ones,Number,Whole Numbers,N1,1,N11,0.92045,0.0553,-0.76353,0.07911,0.0432,0.03784,,,,
M061273,2015,4,M,6,Secured,Yes,M08,D,1,Knowing,27 x 43 =,Number,Whole Numbers,N1,3,N13,0.81458,0.06479,0.24567,0.07276,0.11932,0.03052,,,,
M061034,2015,4,M,6,Secured,Yes,M08,-,1,Reasoning,Number of people that got off the train,Number,Whole Numbers,N1,4,N14,1.23001,0.05119,0.67307,0.02527,,,,,,
M061040,2015,4,M,6,Secured,Yes,M08,A,1,Applying,Shaded fraction of a square,Number,Fractions and Decimals,N2,1,N21,1.71146,0.11738,0.60077,0.02964,0.16902,0.01458,,,,
M061228,2015,4,M,6,Secured,Yes,M08,-,2,Reasoning,Art teacher cuts paper for her class,Number,Fractions and Decimals,N2,2,N22,0.78025,0.02595,0.87815,0.02562,,,-0.30931,0.04202,0.30931,0.05049
M061166,2015,4,M,6,Secured,Yes,M08,-,1,Applying,Find the value of w in a subtraction sentence,Number,"Expressions, Simple Equations, and Relationships",N3,1,N31,1.14098,0.04504,-0.15845,0.02521,,,,,,
M061171,2015,4,M,6,Secured,Yes,M08,A,1,Applying,Total number of trading cards Mona and Ben bought,Number,"Expressions, Simple Equations, and Relationships",N3,2,N32,1.31584,0.08552,-0.23981,0.05357,0.20092,0.02833,,,,
M061080,2015,4,M,6,Secured,Yes,M08,-,1,Knowing,Mark an X on parallel sides of trapezoid,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,2,G12,0.85382,0.03892,0.5983,0.03295,,,,,,
M061222,2015,4,M,6,Secured,Yes,M08,D,1,Knowing,Distance between Shawn and Rick on number line,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,4,G14,0.90402,0.0935,0.40104,0.0886,0.32577,0.0319,,,,
M061076,2015,4,M,6,Secured,Yes,M08,-,1,Reasoning,Sandra's model for a decorated cube,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,2,G22,0.58345,0.03007,-0.47737,0.04811,,,,,,
M061084,2015,4,M,6,Secured,Yes,M08,-,1,Applying,Complete pie chart of friends' favorite flowers,Data Display,"Reading, Interpreting, and Representing",D1,2,D12,1.11869,0.05012,0.86881,0.03071,,,,,,
M061018,2015,4,M,6,Secured,Yes,M10,-,1,Knowing,Identify numbers as even or odd (DERIVED),Number,Whole Numbers,N1,5,N15,0.88942,0.03768,0.14731,0.02877,,,,,,
M061274,2015,4,M,6,Secured,Yes,M10,B,1,Knowing,804 divided by 6,Number,Whole Numbers,N1,3,N13,0.79125,0.07028,-0.39646,0.13219,0.24872,0.05076,,,,
M061248,2015,4,M,6,Secured,Yes,M10,-,2,Reasoning,Show 2 ways a teacher can put students in groups,Number,Whole Numbers,N1,4,N14,0.93163,0.03328,0.43137,0.02009,,,0.40034,0.03087,-0.40034,0.03463
M061039,2015,4,M,6,Secured,Yes,M10,-,1,Applying,Fraction Anna has left to cycle,Number,Fractions and Decimals,N2,2,N22,1.22372,0.04852,0.35403,0.02291,,,,,,
M061079,2015,4,M,6,Secured,Yes,M10,-,1,Reasoning,Draw the chocolate bar on the grid,Number,Fractions and Decimals,N2,1,N21,1.32378,0.05494,0.72359,0.02457,,,,,,
M061179,2015,4,M,6,Secured,Yes,M10,C,1,Applying,Choose operation to complete number sentence,Number,"Expressions, Simple Equations, and Relationships",N3,1,N31,1.22489,0.08032,0.1217,0.04638,0.15754,0.02304,,,,
M061052,2015,4,M,6,Secured,Yes,M10,D,1,Applying,Ravi and Indira pour water into a tank,Number,"Expressions, Simple Equations, and Relationships",N3,2,N32,1.04899,0.0644,0.12051,0.04621,0.07516,0.02155,,,,
M061207,2015,4,M,6,Secured,Yes,M10,D,1,Knowing,Length of line above ruler in cm,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,1,G11,1.53737,0.09177,0.31636,0.0308,0.11537,0.01592,,,,
M061236,2015,4,M,6,Secured,Yes,M10,-,1,Knowing,Identify 2 acute angles from the figure,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,3,G13,0.78784,0.03569,0.31771,0.0324,,,,,,
M061266,2015,4,M,6,Secured,Yes,M10,-,2,Applying,Table of triangles and squares for 3D shapes,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,2,G22,0.49382,0.01671,0.75014,0.03338,,,-0.81989,0.06551,0.81989,0.07317
M061106,2015,4,M,6,Secured,Yes,M10,A,1,Reasoning,Identify pie chart that represents Sam's plants,Data Display,"Reading, Interpreting, and Representing",D1,1,D11,1.06477,0.08139,0.03816,0.06736,0.22931,0.03031,,,,
M061178,2015,4,M,6,Secured,Yes,M12,-,1,Knowing,Round Mount Everest height to nearest 1000,Number,Whole Numbers,N1,2,N12,0.86565,0.037,0.14371,0.02942,,,,,,
M061246,2015,4,M,6,Secured,Yes,M12,C,1,Knowing,Number that is even and multiple of 7,Number,Whole Numbers,N1,5,N15,1.06524,0.06602,0.15119,0.04523,0.08601,0.02101,,,,
M061271,2015,4,M,6,Secured,Yes,M12,-,1,Knowing,6 x 312 =,Number,Whole Numbers,N1,3,N13,0.70024,0.03219,-0.54365,0.04181,,,,,,
M061256,2015,4,M,6,Secured,Yes,M12,-,1,Reasoning,Mark and Keith's card game - can Keith win,Number,Whole Numbers,N1,4,N14,0.93329,0.03911,0.21234,0.02776,,,,,,
M061182,2015,4,M,6,Secured,Yes,M12,-,1,Applying,Total amount of juice Zara and Khattab have,Number,Fractions and Decimals,N2,2,N22,1.18807,0.05588,1.14001,0.03545,,,,,,
M061049,2015,4,M,6,Secured,Yes,M12,C,1,Applying,Choose operation for box in number sentence,Number,"Expressions, Simple Equations, and Relationships",N3,1,N31,0.9708,0.07994,-0.36169,0.09983,0.30057,0.04079,,,,
M061232,2015,4,M,6,Secured,Yes,M12,A,1,Applying,Expression for players on teams in football league,Number,"Expressions, Simple Equations, and Relationships",N3,2,N32,0.85948,0.0911,0.60403,0.08197,0.28512,0.0294,,,,
M061095,2015,4,M,6,Secured,Yes,M12,-,1,Knowing,Identify angle types from diagram in a table,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,3,G13,0.95122,0.03926,-0.01494,0.02788,,,,,,
M061264,2015,4,M,6,Secured,Yes,M12,-,2,Applying,Label points on the Snail path,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,4,G14,0.6358,0.02251,0.47302,0.02564,,,-0.126,0.04637,0.126,0.05068
M061108,2015,4,M,6,Secured,Yes,M12,B,1,Reasoning,Choose cardboard for Julia's hexagonal box,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,2,G22,0.56379,0.07054,0.54827,0.14166,0.16136,0.04714,,,,
M061211A,2015,4,M,6,Secured,Yes,M12,-,1,Knowing,Fruit market - pieces of fruit sold on Monday,Data Display,"Reading, Interpreting, and Representing",D1,1,D11,1.29002,0.05062,0.22369,0.02197,,,,,,
M061211B,2015,4,M,6,Secured,Yes,M12,B,1,Applying,Fruit market - apples sold on Tuesday,Data Display,"Reading, Interpreting, and Representing",D1,2,D12,1.51351,0.12141,0.62381,0.03906,0.25386,0.01777,,,,
M061240,2015,4,M,6,Secured,Yes,M14,-,1,Knowing,Place value expansions (DERIVED),Number,Whole Numbers,N1,1,N11,0.79533,0.03654,0.63077,0.03464,,,,,,
M061254,2015,4,M,6,Secured,Yes,M14,-,1,Applying,Complete the table for Mia's input-output game,Number,Whole Numbers,N1,4,N14,0.88249,0.03699,0.08642,0.02913,,,,,,
M061244,2015,4,M,6,Secured,Yes,M14,C,1,Reasoning,Choose true statement about 2 and 3 digit numbers,Number,Whole Numbers,N1,2,N12,1.04483,0.08099,0.0311,0.07157,0.25118,0.03107,,,,
M061041,2015,4,M,6,Secured,Yes,M14,B,1,Knowing,Identify number between 1.4 and 1.78,Number,Fractions and Decimals,N2,3,N23,1.37361,0.13579,1.10412,0.0446,0.24221,0.01575,,,,
M061173,2015,4,M,6,Secured,Yes,M14,-,1,Knowing,Find the value of w in number sentence,Number,"Expressions, Simple Equations, and Relationships",N3,1,N31,0.73739,0.03295,-0.2218,0.03597,,,,,,
M061252,2015,4,M,6,Secured,Yes,M14,D,1,Applying,Expression to find number of books Luke read,Number,"Expressions, Simple Equations, and Relationships",N3,2,N32,1.3273,0.09186,0.66945,0.03522,0.13236,0.01575,,,,
M061261,2015,4,M,6,Secured,Yes,M14,-,1,Applying,Find the next number for Ian's number pattern,Number,"Expressions, Simple Equations, and Relationships",N3,3,N33,1.33714,0.0512,0.19494,0.02131,,,,,,
M061224,2015,4,M,6,Secured,Yes,M14,-,1,Applying,Draw angle MNP larger than a right angle,Geometric Shapes and Measures,"Points, Lines, and Angles",G1,3,G13,0.87169,0.03886,0.62216,0.03201,,,,,,
M061077,2015,4,M,6,Secured,Yes,M14,A,1,Reasoning,View of building from above,Geometric Shapes and Measures,Two- and Three-dimensional Shapes,G2,2,G22,0.87864,0.05751,-0.03774,0.06436,0.06893,0.02846,,,,
M061069A,2015,4,M,6,Secured,Yes,M14,-,1,Knowing,Time for Ahmed to read 10 pages,Data Display,"Reading, Interpreting, and Representing",D1,1,D11,0.74085,0.03371,-0.71251,0.04453,,,,,,
M061069B,2015,4,M,6,Secured,Yes,M14,-,1,Applying,Number of pages Ahmed reads in 60 minutes,Data Display,"Reading, Interpreting, and Representing",D1,2,D12,0.74284,0.0338,-0.05455,0.03473,,,,,,
M051601,2011,4,M,5,Yes,Yes,M02,-,1,Applying,Number of matches for figure 4,Number,,N3,3,N33,1.00235,0.04037,-0.26091,0.02778,,,,,,
M051109,2011,4,M,5,Yes,Yes,M02,-,1,Knowing,Vanilla as favorite ice cream,Data Display,,D1,1,D11,1.1271,0.04443,-0.22864,0.02545,,,,,,
M051117,2011,4,M,5,Yes,Yes,M02,D,1,Reasoning,More students in the Pine School,Data Display,,D1,2,D12,0.98727,0.08661,0.30529,0.06748,0.27061,0.02644,,,,
M041335,2011,4,M,4,Yes,Yes,M03,B,1,Knowing,Class with fewest choose blue ,Data Display,,D1,2,D12,0.76938,0.05238,-1.1792,0.12003,0.15387,0.04774,,,,
M041184,2011,4,M,4,Yes,Yes,M03,A,1,Reasoning,Comparing pie chart with bar chart,Data Display,,D1,1,D11,0.89939,0.06561,-0.72622,0.10089,0.22205,0.04212,,,,
M031187,2011,4,M,3,Yes,Yes,M05,B,1,Applying,Kim gave Pete 3 more pencils,Number,,N3,2,N32,0.74941,0.05843,-0.7756,0.12852,0.2129,0.04792,,,,
M031251,2011,4,M,3,Yes,Yes,M05,B,1,Applying,Ebru's rule to get number in box,Number,,N3,3,N33,1.47324,0.11223,0.50149,0.03826,0.23693,0.01746,,,,
M031294,2011,4,M,3,Yes,Yes,M05,D,1,Knowing,How much the apples weigh in grams,Data Display,,N1,4,N14,1.35547,0.07982,-0.03526,0.03892,0.13803,0.0195,,,,
M031133,2011,4,M,3,Yes,Yes,M05,-,1,Applying,Favorite colors of Darin's friends,Data Display,,D1,1,D11,0.85405,0.03881,-1.28915,0.05147,,,,,,
M041107,2011,4,M,4,Yes,Yes,M06,C,1,Applying,Number sentence for a situation,Number,,N3,2,N32,0.99111,0.06152,-1.00645,0.08349,0.14969,0.03746,,,,
M041115A,2011,4,M,4,Yes,Yes,M06,-,1,Applying,Draw figure 5,Number,,N3,3,N33,0.87099,0.03677,-0.37657,0.03301,,,,,,
M041115B,2011,4,M,4,Yes,Yes,M06,-,1,Reasoning,Number of squares for figure 16 ,Number,,N3,3,N33,1.17338,0.04653,0.14244,0.02335,,,,,,
M041175,2011,4,M,4,Yes,Yes,M06,A,1,Knowing,Type of cookie bakery sell most,Data Display,,D1,1,D11,0.88072,0.06016,-1.1439,0.1112,0.17999,0.04693,,,,
M041199,2011,4,M,4,Yes,Yes,M06,A,1,Reasoning,Representing data on the bar graph,Data Display,,D1,1,D11,1.24866,0.08306,-0.61351,0.06718,0.24293,0.03313,,,,
M031252,2011,4,M,3,Yes,Yes,M07,B,1,Applying,"If the pattern 3,6,9,12 continued",Number,,N3,3,N33,1.0991,0.07014,-0.24396,0.05781,0.17003,0.02697,,,,
M031316,2011,4,M,3,Yes,Yes,M07,-,1,Knowing,4 times box equals 28,Number,,N3,1,N31,0.80191,0.03806,-1.57437,0.06285,,,,,,
M031317,2011,4,M,3,Yes,Yes,M07,D,1,Knowing,3 + 8 = box plus 6,Number,,N3,1,N31,1.47899,0.09867,0.59972,0.03088,0.13141,0.01405,,,,
M031079B,2011,4,M,3,Yes,Yes,M07,-,1,Applying,Pattern of circles/figure 5,Number,,N3,3,N33,1.26943,0.05045,-0.6393,0.02839,,,,,,
M031079C,2011,4,M,3,Yes,Yes,M07,-,1,Reasoning,Pattern of circles/figure 10,Number,,N3,3,N33,0.79943,0.03653,0.39609,0.03244,,,,,,
M031155,2011,4,M,3,Yes,Yes,M07,D,1,Applying,Teacher's pens on the graph,Data Display,,D1,2,D12,1.30088,0.10516,0.33488,0.05035,0.29388,0.02237,,,,
